Date,Time,Thermocouple #1[C],TC Cold Junction #1[C],Water Level[in],Probe #1 Humidity,Probe #1 Temperature[C],EC[uS/cm],Probe #1 Light Level[lux],PH,Probe #1 Moisture Level,
08/02/21,13:06:52,26.00,27.19,3.00,49.29,25.86,1.62,7.89,3.96,353.00,
08/02/21,13:07:53,26.00,27.19,3.00,49.32,25.86,1.62,8.12,3.96,353.00,
08/02/21,13:08:53,26.00,27.19,3.00,49.33,25.88,1.62,9.39,3.96,353.00,
08/02/21,13:09:53,26.00,27.25,3.00,49.25,25.90,1.62,7.83,3.96,354.00,
08/02/21,13:10:53,26.25,27.25,3.00,49.28,25.95,1.62,8.24,3.95,353.00,
08/02/21,13:11:54,26.25,27.31,3.00,49.22,25.96,1.62,8.87,3.96,353.00,
08/02/21,13:12:54,26.25,27.31,3.00,49.16,25.95,1.63,8.29,3.96,354.00,
08/02/21,13:13:54,26.25,27.31,3.00,49.16,25.99,1.62,8.47,3.96,354.00,
08/02/21,13:14:55,26.25,27.31,3.00,49.16,26.00,1.62,8.58,3.96,353.00,
08/02/21,13:15:55,26.25,27.38,3.00,49.20,26.00,1.62,8.58,3.95,353.00,
08/02/21,13:16:55,26.25,27.38,3.00,49.20,26.03,1.62,8.81,3.96,353.00,
08/02/21,13:17:56,26.25,27.44,3.00,49.09,26.05,1.62,8.70,3.96,354.00,
08/02/21,13:18:56,26.25,27.44,3.00,49.13,26.07,1.62,8.81,3.96,353.00,
08/02/21,13:19:56,26.25,27.44,3.00,49.12,26.09,1.62,8.06,3.96,354.00,
08/02/21,13:20:57,26.25,27.50,3.00,49.08,26.10,1.62,9.10,3.96,353.00,
08/02/21,13:21:57,26.25,27.50,3.00,48.93,26.12,1.62,8.47,3.96,353.00,
08/02/21,13:22:57,26.25,27.56,3.00,48.80,26.16,1.62,8.87,3.96,353.00,
08/02/21,13:23:58,26.25,27.56,3.00,48.78,26.15,1.62,8.70,3.96,353.00,
08/02/21,13:24:58,26.25,27.50,3.00,48.95,26.20,1.62,8.76,3.96,354.00,
08/02/21,13:25:58,26.25,27.56,3.00,49.01,26.20,1.63,7.89,3.96,353.00,
08/02/21,13:26:59,26.25,27.56,3.00,49.03,26.20,1.63,8.64,3.96,353.00,
08/02/21,13:27:59,26.50,27.62,3.00,48.98,26.23,1.62,8.81,3.96,353.00,
08/02/21,13:28:59,26.50,27.62,3.00,48.96,26.25,1.62,8.70,3.96,354.00,
08/02/21,13:29:59,26.50,27.62,3.00,48.91,26.29,1.62,9.16,3.96,353.00,
08/02/21,13:31:00,26.50,27.62,3.00,48.99,26.30,1.62,8.52,3.96,353.00,
08/02/21,13:32:00,26.50,27.69,3.00,48.97,26.29,1.62,9.68,3.96,353.00,
08/02/21,13:33:00,26.50,27.69,3.00,48.89,26.34,1.62,9.56,3.96,353.00,
08/02/21,13:34:01,26.50,27.69,3.00,48.82,26.34,1.62,8.87,3.96,354.00,
08/02/21,13:35:01,26.50,27.75,3.00,48.89,26.37,1.62,8.99,3.96,353.00,
08/02/21,13:36:01,26.50,27.75,3.00,48.90,26.38,1.62,8.52,3.96,354.00,
08/02/21,13:37:02,26.50,27.75,3.00,48.93,26.41,1.62,9.22,3.96,353.00,
08/02/21,13:38:02,26.50,27.75,3.00,48.93,26.43,1.63,9.91,3.96,354.00,
08/02/21,13:39:02,26.50,27.81,3.00,48.89,26.45,1.63,9.50,3.96,353.00,
08/02/21,13:40:03,26.75,27.75,3.00,48.91,26.47,1.62,10.08,3.96,353.00,
08/02/21,13:41:03,26.75,27.81,3.00,48.83,26.48,1.62,10.14,3.97,352.00,
08/02/21,13:42:03,26.50,27.81,3.00,48.89,26.51,1.62,9.96,3.96,353.00,
08/02/21,13:43:04,26.75,27.81,3.00,48.90,26.51,1.62,10.02,3.96,353.00,
08/02/21,13:44:04,26.75,27.81,3.00,48.80,26.55,1.62,9.73,3.96,354.00,
08/02/21,13:45:04,26.75,27.81,3.00,48.83,26.57,1.62,9.45,3.96,354.00,
08/02/21,13:46:05,26.75,27.88,3.00,48.87,26.58,1.62,9.96,3.96,354.00,
08/02/21,13:47:05,26.75,27.88,3.00,48.81,26.58,1.62,9.96,3.96,354.00,
08/02/21,13:48:05,26.75,27.88,3.00,48.86,26.60,1.62,9.73,3.96,354.00,
08/02/21,13:49:06,26.75,27.94,3.00,48.79,26.64,1.62,9.73,3.96,353.00,
08/02/21,13:50:06,26.75,27.94,3.00,48.81,26.65,1.63,10.71,3.96,354.00,
08/02/21,13:51:07,26.75,27.94,3.00,48.90,26.67,1.63,10.43,3.96,353.00,
08/02/21,13:52:07,26.75,27.94,3.00,48.91,26.67,1.62,10.60,3.96,353.00,
08/02/21,13:53:07,26.75,28.00,3.00,48.91,26.71,1.62,11.06,3.96,353.00,
08/02/21,13:54:08,26.75,28.00,3.00,48.93,26.72,1.62,11.17,3.96,353.00,
08/02/21,13:55:08,26.75,28.00,3.00,48.81,26.74,1.62,11.81,3.96,354.00,
08/02/21,13:56:08,26.75,28.06,3.00,48.77,26.78,1.62,12.04,3.96,354.00,
08/02/21,13:57:08,27.00,28.06,3.00,48.73,26.81,1.62,12.50,3.96,354.00,
08/02/21,13:58:08,27.00,28.06,3.00,48.69,26.82,1.62,13.02,3.97,353.00,
08/02/21,13:59:09,27.00,28.12,3.00,48.70,26.84,1.62,14.17,3.96,352.00,
08/02/21,14:00:09,27.00,28.12,3.00,48.70,26.85,1.62,16.65,3.96,352.00,
08/02/21,14:01:10,27.00,28.12,3.00,48.58,26.88,1.62,17.80,3.96,352.00,
08/02/21,14:02:10,27.00,28.19,3.00,48.64,26.88,1.63,19.76,3.96,354.00,
08/02/21,14:03:10,27.00,28.19,3.00,48.56,26.89,1.63,21.31,3.96,353.00,
08/02/21,14:04:11,27.00,28.19,3.00,48.57,26.93,1.62,21.66,3.97,353.00,
08/02/21,14:05:11,27.00,28.19,3.00,48.66,26.96,1.62,24.19,3.96,353.00,
08/02/21,14:06:11,27.00,28.19,3.00,48.61,26.98,1.62,25.34,3.97,353.00,
08/02/21,14:07:12,27.00,28.25,3.00,48.60,26.98,1.62,25.80,3.96,354.00,
08/02/21,14:08:12,27.25,28.25,3.00,48.61,27.02,1.62,27.88,3.96,353.00,
08/02/21,14:09:13,27.25,28.31,3.00,48.63,26.99,1.62,29.26,3.96,353.00,
08/02/21,14:10:13,27.25,28.31,3.00,48.67,27.05,1.62,28.11,3.96,354.00,
08/02/21,14:11:14,27.25,28.31,3.00,48.74,27.08,1.62,27.19,3.96,354.00,
08/02/21,14:12:15,27.25,28.31,3.00,48.65,27.09,1.62,29.95,3.96,353.00,
08/02/21,14:13:15,27.25,28.38,3.00,48.59,27.13,1.62,26.73,3.96,354.00,
08/02/21,14:14:16,27.25,28.38,3.00,48.64,27.16,1.63,28.11,3.96,354.00,
08/02/21,14:15:16,27.25,28.44,3.00,48.78,27.16,1.63,28.57,3.96,353.00,
08/02/21,14:16:17,27.25,28.44,3.00,48.71,27.19,1.63,29.72,3.97,353.00,
08/02/21,14:17:18,27.50,28.50,3.00,48.85,27.22,1.62,31.10,3.96,353.00,
08/02/21,14:18:18,27.50,28.50,3.00,48.76,27.23,1.62,33.41,3.97,353.00,
08/02/21,14:19:19,27.50,28.50,3.00,48.71,27.26,1.62,33.41,3.97,354.00,
08/02/21,14:20:19,27.50,28.50,3.00,48.68,27.32,1.62,35.48,3.97,354.00,
08/02/21,14:21:20,27.50,28.56,3.00,48.64,27.34,1.62,33.41,3.96,354.00,
08/02/21,14:22:21,27.50,28.56,3.00,48.65,27.33,1.62,33.41,3.97,354.00,
08/02/21,14:23:21,27.50,28.62,3.00,48.66,27.36,1.62,33.18,3.97,353.00,
08/02/21,14:24:22,27.50,28.56,3.00,48.67,27.37,1.62,34.79,3.97,353.00,
08/02/21,14:25:22,27.50,28.62,3.00,48.56,27.40,1.63,32.72,3.96,354.00,
08/02/21,14:26:23,27.50,28.62,3.00,48.57,27.43,1.63,35.02,3.96,353.00,
08/02/21,14:27:24,27.50,28.62,3.00,48.63,27.44,1.63,34.79,3.96,353.00,
08/02/21,14:28:24,27.50,28.69,3.00,48.69,27.46,1.63,35.94,3.96,354.00,
08/02/21,14:29:25,27.50,28.69,3.00,48.65,27.47,1.63,35.94,3.96,353.00,
08/02/21,14:30:26,27.50,28.69,3.00,48.70,27.53,1.63,36.86,3.96,354.00,
08/02/21,14:31:27,27.75,28.75,3.00,48.75,27.51,1.63,42.39,3.97,353.00,
08/02/21,14:32:27,27.50,28.75,3.00,48.72,27.57,1.62,37.32,3.96,354.00,
08/02/21,14:33:28,27.75,28.81,3.00,48.68,27.57,1.62,34.56,3.95,353.00,
08/02/21,14:34:28,27.75,28.75,3.00,48.64,27.58,1.62,34.79,3.96,354.00,
08/02/21,14:35:29,27.75,28.81,3.00,48.74,27.63,1.63,39.63,3.97,354.00,
08/02/21,14:36:29,27.75,28.88,3.00,48.68,27.64,1.63,36.17,3.96,354.00,
08/02/21,14:37:30,27.75,28.88,3.00,48.62,27.65,1.63,38.48,3.96,354.00,
08/02/21,14:38:30,27.75,28.94,3.00,48.56,27.70,1.63,38.94,3.96,354.00,
08/02/21,14:39:30,27.75,28.94,3.00,48.61,27.71,1.63,43.78,3.96,353.00,
08/02/21,14:40:30,28.00,28.94,3.00,48.59,27.74,1.63,39.40,3.96,353.00,
08/02/21,14:41:31,28.00,29.00,3.00,48.59,27.77,1.63,41.24,3.96,353.00,
08/02/21,14:42:31,28.00,29.00,3.00,48.57,27.78,1.63,42.62,3.96,353.00,
08/02/21,14:43:32,28.00,29.00,3.00,48.61,27.82,1.62,48.38,3.96,353.00,
08/02/21,14:44:32,28.00,29.06,3.00,48.60,27.87,1.62,47.00,3.96,353.00,
08/02/21,14:45:33,28.00,29.06,3.00,48.67,27.87,1.62,40.09,3.96,354.00,
08/02/21,14:46:34,28.00,29.06,3.00,48.65,27.91,1.63,39.40,3.97,354.00,
08/02/21,14:47:34,28.00,29.12,3.00,48.65,27.92,1.63,38.02,3.96,354.00,
08/02/21,14:48:35,28.00,29.12,3.00,48.63,27.95,1.63,39.40,3.96,353.00,
08/02/21,14:49:35,28.25,29.19,3.00,48.65,27.97,1.63,40.55,3.96,354.00,
08/02/21,14:50:36,28.25,29.19,3.00,48.50,27.99,1.63,44.47,3.97,354.00,
08/02/21,14:51:37,28.25,29.19,3.00,48.58,27.99,1.62,51.38,3.96,353.00,
08/02/21,14:52:37,28.25,29.25,3.00,48.55,28.06,1.63,60.36,3.96,354.00,
08/02/21,14:53:37,28.25,29.25,3.00,48.53,28.05,1.63,58.06,3.96,354.00,
08/02/21,14:54:38,28.25,29.31,3.00,48.45,28.09,1.62,58.06,3.96,353.00,
08/02/21,14:55:39,28.25,29.31,3.00,48.39,28.12,1.63,54.84,3.96,354.00,
08/02/21,14:56:39,28.25,29.31,3.00,48.42,28.13,1.63,51.15,3.97,354.00,
08/02/21,14:57:40,28.25,29.31,3.00,48.43,28.16,1.63,57.14,3.96,354.00,
08/02/21,14:58:41,27.50,29.38,3.00,48.42,28.17,1.63,58.06,3.97,354.00,
08/02/21,14:59:41,28.25,29.38,3.00,48.37,28.17,1.63,56.68,3.96,354.00,
08/02/21,15:00:42,28.25,29.44,3.00,48.33,28.22,1.63,50.23,3.96,354.00,
08/02/21,15:01:43,28.50,29.38,3.00,48.34,28.23,1.63,53.45,3.97,353.00,
08/02/21,15:02:43,28.50,29.44,3.00,48.41,28.26,1.62,50.69,3.97,353.00,
08/02/21,15:03:44,28.50,29.50,3.00,48.39,28.27,1.62,53.45,3.96,354.00,
08/02/21,15:04:45,28.50,29.44,3.00,48.35,28.30,1.62,52.53,3.97,353.00,
08/02/21,15:05:46,28.50,29.50,3.00,48.34,28.32,1.63,47.92,3.97,353.00,
08/02/21,15:06:46,28.50,29.56,3.00,48.28,28.32,1.63,47.46,3.97,354.00,
08/02/21,15:07:46,28.50,29.56,3.00,48.29,28.33,1.63,48.84,3.97,353.00,
08/02/21,15:08:47,28.50,29.56,3.00,48.34,28.35,1.63,40.09,3.96,353.00,
08/02/21,15:09:48,28.50,29.56,3.00,48.25,28.39,1.63,40.32,3.96,353.00,
08/02/21,15:10:49,28.50,29.62,3.00,48.20,28.40,1.63,38.02,3.97,353.00,
08/02/21,15:11:49,28.50,29.62,3.00,48.25,28.40,1.63,32.49,3.97,353.00,
08/02/21,15:12:50,28.50,29.69,3.00,48.26,28.43,1.63,30.18,3.96,354.00,
08/02/21,15:13:51,28.50,29.69,3.00,48.25,28.44,1.63,43.08,3.97,353.00,
08/02/21,15:14:51,28.75,29.69,3.00,48.24,28.44,1.63,36.17,3.96,353.00,
08/02/21,15:15:52,28.50,29.69,3.00,48.12,28.49,1.63,40.55,3.97,353.00,
08/02/21,15:16:53,28.75,29.75,3.00,48.15,28.50,1.62,53.45,3.96,353.00,
08/02/21,15:17:53,28.75,29.75,3.00,48.24,28.53,1.63,52.53,3.97,353.00,
08/02/21,15:18:54,28.75,29.75,3.00,48.21,28.54,1.63,63.13,3.97,354.00,
08/02/21,15:19:55,28.75,29.81,3.00,48.11,28.57,1.63,53.91,3.98,353.00,
08/02/21,15:20:56,28.75,29.81,3.00,48.04,28.59,1.63,48.84,3.97,354.00,
08/02/21,15:21:57,28.75,29.81,3.00,48.03,28.64,1.63,53.91,3.96,355.00,
08/02/21,15:22:57,28.75,29.88,3.00,47.93,28.64,1.63,60.36,3.97,354.00,
08/02/21,15:23:58,28.75,29.88,3.00,47.88,28.67,1.63,53.91,3.97,353.00,
08/02/21,15:24:59,28.75,29.88,3.00,47.59,28.70,1.63,61.75,3.97,353.00,
08/02/21,15:25:59,28.75,29.94,3.00,47.73,28.74,1.63,61.75,3.97,354.00,
08/02/21,15:27:00,29.00,29.94,3.00,47.42,28.75,1.63,64.97,3.97,354.00,
08/02/21,15:28:01,29.00,29.94,3.00,47.60,28.78,1.63,58.98,3.97,353.00,
08/02/21,15:29:02,29.00,29.94,3.00,47.69,28.80,1.63,53.91,3.97,354.00,
08/02/21,15:30:02,29.00,30.00,3.00,47.82,28.82,1.63,55.30,3.97,353.00,
08/02/21,15:31:03,29.00,30.00,3.00,47.64,28.84,1.63,55.76,3.97,353.00,
08/02/21,15:32:04,29.00,30.06,3.00,47.72,28.87,1.63,59.90,3.97,353.00,
08/02/21,15:33:05,29.00,30.06,3.00,47.81,28.89,1.63,63.59,3.96,354.00,
08/02/21,15:34:05,29.00,30.06,3.00,47.65,28.92,1.63,67.28,3.96,354.00,
08/02/21,15:35:06,29.00,30.12,3.00,47.51,28.94,1.63,70.96,3.97,353.00,
08/02/21,15:36:07,29.00,30.12,3.00,47.64,28.99,1.63,71.88,3.96,353.00,
08/02/21,15:37:08,29.25,30.12,3.00,47.54,29.02,1.63,65.89,3.97,353.00,
08/02/21,15:38:08,29.25,30.19,3.00,47.46,29.04,1.63,55.30,3.96,354.00,
08/02/21,15:39:09,29.25,30.19,3.00,47.49,29.06,1.63,42.85,3.96,353.00,
08/02/21,15:40:10,29.25,30.19,3.00,47.29,29.06,1.63,46.77,3.97,354.00,
08/02/21,15:41:10,29.25,30.25,3.00,47.18,29.09,1.63,51.15,3.97,353.00,
08/02/21,15:42:11,29.25,30.25,3.00,47.19,29.11,1.63,49.31,3.97,353.00,
08/02/21,15:43:12,29.25,30.25,3.00,47.35,29.12,1.63,60.83,3.96,354.00,
08/02/21,15:44:13,29.25,30.25,3.00,47.31,29.15,1.63,62.21,3.97,353.00,
08/02/21,15:45:14,29.25,30.25,3.00,47.28,29.18,1.63,66.36,3.97,354.00,
08/02/21,15:46:15,29.25,30.31,3.00,47.23,29.20,1.63,62.21,3.96,353.00,
08/02/21,15:47:15,29.25,30.31,3.00,47.22,29.23,1.63,94.46,3.97,355.00,
08/02/21,15:48:16,29.25,30.31,3.00,46.69,29.26,1.63,68.20,3.96,354.00,
08/02/21,15:49:17,29.50,30.31,3.00,46.89,29.27,1.63,43.78,3.96,354.00,
08/02/21,15:50:18,29.25,30.38,3.00,46.92,29.27,1.63,41.93,3.97,353.00,
08/02/21,15:51:18,29.50,30.38,3.00,47.06,29.29,1.63,35.25,3.97,354.00,
08/02/21,15:52:18,29.50,30.44,3.00,47.03,29.30,1.63,24.42,3.97,354.00,
08/02/21,15:53:19,29.50,30.44,3.00,47.10,29.33,1.63,28.80,3.97,354.00,
08/02/21,15:54:20,29.50,30.44,3.00,47.00,29.32,1.63,31.10,3.97,354.00,
08/02/21,15:55:21,29.50,30.50,3.00,47.18,29.32,1.63,41.47,3.97,354.00,
08/02/21,15:56:21,29.50,30.50,3.00,47.14,29.35,1.63,39.40,3.96,353.00,
08/02/21,15:57:22,29.50,30.56,3.00,47.07,29.35,1.63,31.80,3.97,354.00,
08/02/21,15:58:22,29.50,30.56,3.00,46.78,29.35,1.63,40.09,3.97,353.00,
08/02/21,15:59:23,29.50,30.56,3.00,46.92,29.39,1.63,41.93,3.96,354.00,
08/02/21,16:00:24,29.50,30.62,3.00,46.96,29.39,1.63,30.41,3.97,354.00,
08/02/21,16:01:24,29.50,30.56,3.00,47.13,29.40,1.63,26.96,3.97,353.00,
08/02/21,16:02:25,29.50,30.62,3.00,47.12,29.40,1.63,52.99,3.96,354.00,
08/02/21,16:03:26,29.50,30.62,3.00,47.26,29.43,1.63,52.99,3.96,353.00,
08/02/21,16:04:27,29.50,30.62,3.00,47.29,29.46,1.63,64.51,3.97,353.00,
08/02/21,16:05:28,29.50,30.69,3.00,47.29,29.46,1.63,64.05,3.97,353.00,
08/02/21,16:06:29,29.50,30.69,3.00,47.16,29.49,1.63,77.41,3.96,353.00,
08/02/21,16:07:29,29.50,30.69,3.00,47.11,29.53,1.63,70.50,3.97,353.00,
08/02/21,16:08:30,29.75,30.75,3.00,47.11,29.50,1.63,58.98,3.97,354.00,
08/02/21,16:09:31,29.75,30.75,3.00,47.11,29.56,1.63,58.52,3.96,353.00,
08/02/21,16:10:31,29.75,30.81,3.00,47.01,29.57,1.63,61.75,3.96,354.00,
08/02/21,16:11:32,29.75,30.81,3.00,47.06,29.61,1.63,72.81,3.97,354.00,
08/02/21,16:12:33,29.75,30.81,3.00,46.88,29.63,1.63,61.29,3.97,354.00,
08/02/21,16:13:33,29.75,30.81,3.00,46.90,29.64,1.63,32.03,3.97,354.00,
08/02/21,16:14:34,29.75,30.81,3.00,46.95,29.69,1.63,58.98,3.97,354.00,
08/02/21,16:15:35,29.75,30.88,3.00,46.87,29.70,1.63,64.97,3.97,353.00,
08/02/21,16:16:36,29.75,30.88,3.00,46.71,29.74,1.63,56.22,3.96,354.00,
08/02/21,16:17:37,30.00,30.94,3.00,46.76,29.75,1.63,60.36,3.96,353.00,
08/02/21,16:18:38,30.00,30.94,3.00,46.82,29.78,1.63,61.75,3.97,353.00,
08/02/21,16:19:38,30.00,31.00,3.00,46.75,29.77,1.63,64.05,3.97,354.00,
08/02/21,16:20:39,30.00,30.94,3.00,46.83,29.80,1.63,67.74,3.97,353.00,
08/02/21,16:21:40,30.00,30.94,3.00,46.78,29.82,1.63,64.05,3.97,353.00,
08/02/21,16:22:41,29.50,31.00,3.00,46.67,29.85,1.63,61.75,3.96,353.00,
08/02/21,16:23:42,30.00,31.00,3.00,46.74,29.90,1.63,63.59,3.97,353.00,
08/02/21,16:24:42,30.00,31.06,3.00,46.62,29.90,1.63,64.97,3.97,354.00,
08/02/21,16:25:43,30.00,31.06,3.00,46.60,29.94,1.63,63.59,3.96,353.00,
08/02/21,16:26:44,30.00,31.12,3.00,46.63,29.95,1.63,64.97,3.96,354.00,
08/02/21,16:27:45,30.00,31.12,3.00,46.55,29.97,1.63,60.83,3.96,353.00,
08/02/21,16:28:45,30.00,31.12,3.00,46.46,29.98,1.63,63.59,3.96,355.00,
08/02/21,16:29:46,30.25,31.12,3.00,46.51,30.00,1.63,60.83,3.97,353.00,
08/02/21,16:30:47,30.00,31.19,3.00,46.51,30.02,1.63,63.13,3.97,354.00,
08/02/21,16:31:48,30.25,31.25,3.00,46.49,30.05,1.63,60.36,3.96,354.00,
08/02/21,16:32:49,30.25,31.25,3.00,46.51,30.07,1.63,68.20,3.97,354.00,
08/02/21,16:33:49,30.25,31.25,3.00,46.50,30.08,1.63,63.13,3.97,354.00,
08/02/21,16:34:50,30.25,31.25,3.00,46.39,30.14,1.63,65.43,3.96,354.00,
08/02/21,16:35:51,30.25,31.31,3.00,46.27,30.14,1.63,65.89,3.96,353.00,
08/02/21,16:36:52,30.25,31.31,3.00,46.31,30.19,1.63,58.98,3.96,353.00,
08/02/21,16:37:52,30.25,31.31,3.00,45.67,30.15,1.63,65.43,3.97,353.00,
08/02/21,16:38:53,30.25,31.31,3.00,45.45,30.19,1.63,55.76,3.97,354.00,
08/02/21,16:39:54,30.50,31.38,3.00,45.54,30.18,1.63,54.84,3.97,353.00,
08/02/21,16:40:55,30.25,31.38,3.00,45.53,30.21,1.63,55.30,3.97,353.00,
08/02/21,16:41:55,30.50,31.44,3.00,45.45,30.24,1.63,51.61,3.96,353.00,
08/02/21,16:42:56,30.50,31.44,3.00,45.68,30.25,1.63,61.29,3.96,354.00,
08/02/21,16:43:57,30.25,31.44,3.00,45.36,30.25,1.63,57.14,3.96,354.00,
08/02/21,16:44:58,30.50,31.38,3.00,45.01,30.28,1.64,62.21,3.96,353.00,
08/02/21,16:45:59,30.50,31.44,3.00,44.40,30.30,1.63,58.98,3.97,352.00,
08/02/21,16:46:59,30.50,31.50,3.00,44.58,30.33,1.63,58.98,3.96,354.00,
08/02/21,16:48:00,30.50,31.50,3.00,44.18,30.36,1.63,66.36,3.97,354.00,
08/02/21,16:49:01,30.50,31.50,3.00,43.94,30.36,1.63,85.71,3.96,354.00,
08/02/21,16:50:02,30.50,31.50,3.00,43.54,30.36,1.63,61.75,3.96,354.00,
08/02/21,16:51:02,30.50,31.50,3.00,43.71,30.37,1.63,61.75,3.96,353.00,
08/02/21,16:52:03,30.50,31.56,3.00,43.66,30.37,1.63,57.14,3.97,354.00,
08/02/21,16:53:04,30.50,31.56,3.00,43.70,30.39,1.63,65.43,3.96,354.00,
08/02/21,16:54:05,30.50,31.56,3.00,43.39,30.44,1.63,64.05,3.97,353.00,
08/02/21,16:55:06,30.75,31.62,3.00,43.76,30.46,1.63,58.52,3.97,353.00,
08/02/21,16:56:06,30.50,31.62,3.00,43.63,30.52,1.64,55.30,3.96,353.00,
08/02/21,16:57:07,30.75,31.62,3.00,43.54,30.50,1.63,53.91,3.97,353.00,
08/02/21,16:58:08,30.75,31.69,3.00,43.55,30.52,1.63,77.88,3.96,354.00,
08/02/21,16:59:09,30.50,31.69,3.00,43.29,30.52,1.63,82.94,3.96,354.00,
08/02/21,17:00:10,30.50,31.62,3.00,43.49,30.50,1.63,83.87,3.96,354.00,
08/02/21,17:01:10,30.75,31.62,3.00,43.26,30.57,1.63,80.18,3.97,353.00,
08/02/21,17:02:11,30.75,31.56,3.00,43.28,30.56,1.63,76.03,3.96,353.00,
08/02/21,17:03:12,30.75,31.56,3.00,43.26,30.59,1.63,80.18,3.97,352.00,
08/02/21,17:04:13,30.75,31.62,3.00,43.06,30.63,1.63,85.25,3.97,353.00,
08/02/21,17:05:14,30.75,31.56,3.00,43.13,30.66,1.63,98.15,3.96,353.00,
08/02/21,17:06:15,30.75,31.56,3.00,43.03,30.69,1.63,80.18,3.96,353.00,
08/02/21,17:07:15,30.75,31.56,3.00,42.92,30.70,1.63,79.26,3.97,353.00,
08/02/21,17:08:16,30.75,31.62,3.00,42.85,30.74,1.63,97.69,3.97,353.00,
08/02/21,17:09:17,30.75,31.62,3.00,42.41,30.79,1.63,70.50,3.96,352.00,
08/02/21,17:10:18,30.75,31.62,3.00,42.36,30.79,1.63,70.96,3.96,352.00,
08/02/21,17:11:19,30.75,31.62,3.00,42.31,30.79,1.63,76.03,3.96,352.00,
08/02/21,17:12:19,30.75,31.62,3.00,42.16,30.81,1.63,70.04,3.97,353.00,
08/02/21,17:13:20,30.75,31.69,3.00,42.18,30.81,1.63,73.27,3.96,352.00,
08/02/21,17:14:21,30.75,31.62,3.00,42.62,30.85,1.63,121.19,3.95,353.00,
08/02/21,17:15:22,30.75,31.62,3.00,42.37,30.90,1.63,118.43,3.95,352.00,
08/02/21,17:16:23,30.75,31.62,3.00,41.42,30.91,1.63,98.61,3.96,353.00,
08/02/21,17:17:24,30.75,31.62,3.00,41.62,30.94,1.63,111.05,3.96,352.00,
08/02/21,17:18:24,30.75,31.62,3.00,41.76,30.95,1.63,91.70,3.96,353.00,
08/02/21,17:19:25,31.00,31.69,3.00,41.89,30.98,1.63,99.53,3.95,353.00,
08/02/21,17:20:26,31.00,31.62,3.00,42.03,31.02,1.63,96.77,3.96,352.00,
08/02/21,17:21:27,31.00,31.69,3.00,41.92,31.07,1.63,93.08,3.96,353.00,
08/02/21,17:22:28,31.00,31.69,3.00,41.86,31.12,1.63,81.10,3.96,353.00,
08/02/21,17:23:28,31.00,31.69,3.00,41.69,31.12,1.63,75.11,3.96,352.00,
08/02/21,17:24:29,31.00,31.75,3.00,41.44,31.11,1.63,61.29,3.96,352.00,
08/02/21,17:25:30,31.00,31.69,3.00,41.44,31.15,1.63,70.04,3.95,353.00,
08/02/21,17:26:31,31.00,31.75,3.00,41.52,31.14,1.63,88.47,3.96,353.00,
08/02/21,17:27:32,31.00,31.75,3.00,41.06,31.14,1.63,78.34,3.96,353.00,
08/02/21,17:28:32,31.00,31.81,3.00,40.97,31.15,1.63,85.71,3.96,352.00,
08/02/21,17:29:33,31.25,31.88,3.00,41.16,31.18,1.63,76.03,3.96,353.00,
08/02/21,17:30:34,31.25,31.88,3.00,41.16,31.18,1.63,87.55,3.96,353.00,
08/02/21,17:31:35,31.25,31.94,3.00,41.09,31.22,1.63,33.18,3.95,352.00,
08/02/21,17:32:36,31.25,31.94,3.00,41.07,31.21,1.63,78.34,3.96,352.00,
08/02/21,17:33:37,31.25,31.94,3.00,40.83,31.19,1.63,82.94,3.96,353.00,
08/02/21,17:34:38,31.25,32.00,3.00,40.51,31.21,1.63,82.48,3.96,353.00,
08/02/21,17:35:38,31.25,32.00,3.00,40.69,31.25,1.63,82.02,3.96,353.00,
08/02/21,17:36:39,31.25,32.06,3.00,40.63,31.24,1.63,67.28,3.96,353.00,
08/02/21,17:37:40,31.25,32.06,3.00,40.52,31.26,1.63,18.66,3.95,352.00,
08/02/21,17:38:40,31.25,32.12,3.00,40.52,31.24,1.63,18.78,3.96,352.00,
08/02/21,17:39:41,31.25,32.19,3.00,40.55,31.22,1.63,21.89,3.96,352.00,
08/02/21,17:40:41,31.25,32.19,3.00,40.64,31.18,1.63,17.51,3.96,352.00,
08/02/21,17:41:42,31.25,32.19,3.00,40.61,31.15,1.63,27.19,3.96,352.00,
08/02/21,17:42:42,31.25,32.19,3.00,40.63,31.12,1.64,30.64,3.95,352.00,
08/02/21,17:43:43,31.25,32.25,3.00,40.58,31.11,1.64,34.33,3.95,353.00,
08/02/21,17:44:43,31.25,32.25,3.00,40.74,31.11,1.64,44.24,3.96,352.00,
08/02/21,17:45:44,31.50,32.19,3.00,40.72,31.12,1.64,33.64,3.96,353.00,
08/02/21,17:46:45,31.25,32.25,3.00,40.60,31.11,1.64,44.70,3.96,353.00,
08/02/21,17:47:45,31.50,32.25,3.00,40.63,31.12,1.64,68.20,3.95,352.00,
08/02/21,17:48:46,31.50,32.25,3.00,40.84,31.12,1.64,100.45,3.96,353.00,
08/02/21,17:49:47,31.50,32.25,3.00,40.75,31.15,1.64,94.46,3.96,353.00,
08/02/21,17:50:48,31.50,32.25,3.00,40.56,31.15,1.64,87.55,3.95,352.00,
08/02/21,17:51:48,31.50,32.25,3.00,40.49,31.16,1.64,80.64,3.96,353.00,
